11;82;226
7;150;158
5;27;220
5;68;180
12;99;198
11;78;176
9;119;191
6;121;210
11;86;237
5;26;227
5;122;142
11;98;222
9;89;233
8;61;208
8;79;148
6;137;121
7;137;154
7;143;137
9;84;212
5;76;177
12;85;227
6;124;142
8;52;195
9;63;195
5;42;213
8;22;236
8;52;200
11;76;237
5;54;214
174;31;225
8;35;223
7;122;144
9;47;207
4;47;179
9;123;153
9;36;206
7;155;127
0;18;225
6;128;131
6;131;138
8;121;137
11;92;227
11;35;227
6;132;145
9;63;193
5;106;125
4;91;137
8;150;172
11;85;237
10;30;215
6;122;151
7;134;118
8;158;147
5;26;213
9;75;190
6;59;159
7;127;155
5;24;231
10;78;221
6;130;139
10;80;220
9;132;143
6;126;152
8;58;176
8;61;214
6;128;141
10;58;189
7;38;216
8;150;133
10;46;214
10;77;226
11;77;240
8;53;207
8;61;181
8;157;122
8;38;208
7;148;146
7;107;153
8;162;145
7;43;215
9;65;189
5;21;221
12;107;213
8;23;218
6;133;144
6;110;153
178;54;141
7;65;172
7;139;141
11;78;176
8;68;180
3;22;230
7;88;197
6;130;118
8;92;175
5;131;119
11;88;211
8;92;142
8;123;147
6;127;143
12;103;217
4;33;215
8;56;208
11;88;191
9;99;196
4;101;167
9;94;233
7;64;194
10;78;227
3;63;201
11;105;207
8;64;199
6;145;141
6;57;189
5;106;137
8;32;214
2;77;119
5;127;141
8;142;182
5;126;152
11;105;207
11;82;168
7;121;145
7;138;146
6;127;150
8;49;203
8;168;137
6;62;152
11;82;226
10;80;220
8;55;200
6;135;160
6;137;134
6;30;220
10;78;221
11;96;212
5;123;137
9;77;126
8;130;124
8;49;136
6;147;134
7;117;113
6;111;152
10;77;236
8;81;135
8;63;202
12;93;211
6;127;143
178;92;156
8;152;143
11;97;207
5;116;149
9;155;128
9;66;238
7;157;148
7;139;141
12;99;212
11;80;234
9;35;213
4;58;158
8;49;210
6;56;190
4;76;158
8;50;209
9;82;235
11;82;248
5;99;183
9;50;193
10;74;233
7;137;186
6;30;221
4;85;141
12;98;230
12;92;213
10;156;147
9;103;188
11;81;229
7;107;141
6;144;133
12;103;218
7;153;123
10;72;245
4;109;164
9;28;219
3;81;188
8;163;130
7;107;153
8;49;209
8;112;175
10;47;197
6;90;155
10;110;200
12;103;222
4;61;171
12;91;215
11;33;214
9;88;226
12;109;206
6;135;125
7;133;155
8;122;123
8;90;145
9;127;185
6;109;140
7;155;133
8;86;184
5;20;230
12;92;214
9;100;226
11;80;246
6;133;144
11;86;216
9;28;219
10;78;232
8;105;219
6;127;150
7;55;203
8;62;188
9;70;190
7;131;154
6;125;153
10;106;231
11;40;224
6;120;151
10;75;231
11;79;174
8;113;147
178;38;195
10;39;214
7;138;126
6;93;178
9;64;192
8;59;186
12;94;206
11;115;188
8;78;166
6;36;207
8;36;218
6;107;165
10;78;221
9;126;125
11;90;202
8;70;156
11;87;219
9;107;176
11;75;176
11;37;213
11;47;201
7;40;205
7;37;222
10;79;219
10;109;194
9;27;224
11;90;233
7;123;143
11;77;236
12;88;222
10;78;226
9;102;183
8;23;222
8;166;138
6;47;199
10;67;242
10;77;233
6;129;148
10;78;221
7;46;200
9;64;191
8;131;146
11;73;241
6;128;143
6;41;214
9;70;189
6;96;178
7;59;190
11;87;211
1;24;226
10;119;193
6;120;142
4;48;171
10;81;217
11;92;208
8;88;191
6;105;163
6;45;148
8;60;184
6;132;129
9;45;213
6;30;224
8;65;196
11;85;217
11;76;242
11;100;186
10;84;209
10;90;232
8;85;117
12;114;213
6;120;138
8;25;201
6;30;224
11;71;188
5;26;227
10;80;219
6;107;155
10;72;178
7;90;153
8;31;222
8;54;204
9;94;212
4;31;232
5;115;115
6;140;137
9;42;206
6;122;140
6;132;145
6;140;137
8;65;196
11;81;216
12;99;213
8;159;133
7;92;171
6;107;160
6;33;226
10;76;228
11;85;215
9;68;194
8;23;223
10;74;233
5;97;137
9;64;192
9;80;236
9;63;183
11;87;215
10;115;197
7;28;229
8;92;193
12;54;208
2;116;195
12;106;212
10;111;190
10;77;225
10;69;186
3;36;218
10;106;199
6;132;141
8;59;169
12;85;230
5;34;223
7;92;192
11;81;243
8;30;226
7;115;109
11;80;234
6;30;221
10;114;194
6;120;151
5;59;172
4;32;224
10;38;221
11;90;232
11;89;209
6;143;146
5;35;219
7;61;205
6;107;131
6;45;212
3;23;226
6;151;127
9;74;202
10;73;241
11;91;162
8;109;178
8;54;194
7;121;143
8;50;202
6;118;154
11;112;219
11;32;221
8;113;174
4;122;211
11;109;209
11;98;195
6;135;142
6;103;180
3;22;233
8;30;218
10;83;218
10;74;235
10;48;206
8;65;200
5;63;181
10;80;217
6;32;208
9;40;216
8;69;147
8;53;199
6;141;128
12;101;194
9;60;192
6;59;181
7;117;124
10;79;224
6;46;203
10;44;208
10;76;231
4;73;175
7;134;131
8;62;197
8;111;179
9;113;215
8;66;197
8;127;133
7;134;146
10;110;132
9;37;202
8;146;162
6;133;127
7;122;153
10;98;204
10;94;212
6;135;130
8;162;131
6;135;134
12;70;237
7;58;192
9;85;229
8;130;139
10;112;201
3;90;176
7;143;132
8;158;123
7;29;217
10;80;195
8;138;152
6;48;203
7;144;136
6;134;143
10;76;233
11;111;215
7;114;139
10;78;225
4;42;221
6;133;144
6;115;158
6;131;150
9;143;130
8;58;203
11;93;200
7;130;124
9;147;118
5;20;230
12;36;215
4;120;121
9;27;228
7;30;216
11;94;197
12;92;214
8;110;176
7;164;134
9;27;226
9;69;191
7;109;159
5;27;218
7;164;129
6;138;139
11;77;183
6;109;187
10;103;163
6;118;119
9;92;186
6;130;147
8;104;144
7;143;141
6;135;142
8;165;139
177;94;155
7;152;129
7;134;141
8;47;210
10;79;220
11;83;225
6;129;136
8;150;139
2;51;180
8;58;201
10;117;175
10;79;222
10;106;199
9;58;197
11;80;229
7;135;140
6;34;220
10;80;221
11;118;207
9;77;231
12;93;211
10;31;204
11;81;229
4;77;170
10;105;136
9;61;200
9;64;191
6;112;166
10;78;228
8;64;160
6;100;168
9;82;242
9;41;212
6;55;193
4;67;178
12;87;224
9;35;212
6;138;139
10;79;222
8;124;156
10;56;192
6;117;150
10;70;182
8;49;203
11;82;226
7;39;207
6;132;149
10;80;221
8;31;219
6;127;150
9;93;184
6;130;151
9;48;213
9;108;175
7;137;128
12;93;212
10;120;196
7;105;165
10;128;173
7;30;216
10;44;209
8;106;168
8;53;192
12;99;220
9;67;182
11;114;192
7;56;202
9;97;158
12;95;233
2;97;137
8;122;148
10;108;194
7;133;117
1;23;228
12;93;212
4;78;166
6;108;153
12;85;221
9;100;132
0;17;238
9;108;204
11;98;143
7;108;203
6;119;148
12;107;210
7;157;125
6;120;117
12;94;209
6;161;127
9;55;187
7;121;186
6;123;147
9;102;241
12;93;226
8;124;160
9;91;197
8;52;203
9;59;207
5;35;218
7;100;164
6;114;161
8;70;238
6;139;138
6;44;199
9;43;201
8;22;229
9;102;180
11;96;212
0;118;203
11;67;209
9;94;199
8;142;117
7;30;216
8;23;220
8;23;220
11;95;228
6;30;222
11;97;221
6;112;125
6;137;125
6;133;144
1;79;135
178;122;209
8;74;187
6;30;221
10;79;220
10;80;221
9;98;189
9;98;182
5;56;211
8;33;208
12;90;217
10;47;197
6;122;149
11;120;181
7;143;137
6;35;214
6;84;200
7;102;170
6;125;145
10;76;230
6;129;148
5;110;142
5;99;175
179;65;133
10;66;193
8;106;151
8;145;134
8;115;158
9;54;214
10;53;201
9;27;228
4;103;179
5;20;230
7;138;146
8;66;198
10;40;212
4;89;144
11;78;236
10;39;216
6;33;224
10;89;247
9;82;217
7;159;136
11;41;220
8;33;210
10;74;238
9;61;200
10;74;173
10;62;193
7;132;141
8;121;189
6;128;149
4;32;223
5;151;147
7;53;212
8;53;207
8;48;211
7;135;145
6;31;216
11;91;204
11;78;238
9;97;205
6;135;142
9;129;156
9;68;199
1;38;195
5;110;134
11;108;204
7;78;169
11;77;182
10;123;212
8;104;174
7;122;152
7;138;146
7;117;175
9;44;220
5;101;166
9;106;176
9;64;192
11;111;213
10;95;163
5;97;173
9;41;214
11;83;225
7;124;117
8;150;119
5;20;229
6;49;217
12;101;228
9;122;142
7;113;167
8;96;128
8;128;163
9;27;224
6;130;143
11;156;119
5;105;172
12;96;205
9;99;234
10;82;232
8;135;142
8;63;201
4;51;189
9;110;170
9;48;202
5;129;130
10;96;224
10;73;241
1;82;133
11;95;227
8;137;132
7;139;134
11;98;238
6;125;149
7;97;129
5;20;230
4;75;99
5;49;157
5;26;227
9;100;231
8;172;129
7;79;181
7;121;154
11;116;207
6;133;144
8;65;200
7;67;207
8;60;204
10;112;203
10;78;227
11;79;188
10;80;219
11;82;221
6;102;172
8;96;176
8;86;193
5;41;218
7;159;143
7;29;217
10;113;188
10;82;215
11;74;180
7;123;159
8;81;157
12;89;211
7;120;155
8;22;235
2;46;184
12;98;213
5;20;229
11;88;211
5;48;213
8;118;154
10;32;202
6;115;162
8;150;162
11;82;220
7;29;222
7;159;159
8;49;202
7;39;210
8;53;198
6;109;157
7;55;203
9;61;187
5;103;141
11;101;208
10;109;202
9;82;165
12;92;224
10;67;191
6;127;133
9;41;211
2;56;218
7;108;127
8;107;208
6;123;151
11;60;156
6;97;171
6;147;125
8;136;142
8;47;217
6;103;136
7;137;143
8;96;106
6;119;118
11;34;209
6;41;255
9;74;180
8;63;187
9;121;191
178;85;177
5;68;150
9;133;174
7;61;184
2;87;105
5;27;219
12;95;218
11;92;207
10;83;173
8;61;200
8;61;193
9;82;219
7;105;220
7;168;149
8;54;203
8;165;139
8;117;210
2;120;206
6;113;135
8;176;159
7;140;133
6;102;167
6;122;115
5;24;230
7;158;131
6;131;146
8;79;188
7;128;147
10;77;229
7;60;208
11;87;235
6;146;131
6;151;127
12;97;228
7;104;128
6;135;136
12;104;216
11;69;243
8;100;178
9;77;173
6;60;184
8;139;185
10;73;239
5;95;164
12;68;243
10;65;195
8;138;129
12;88;223
10;79;223
5;20;230
8;52;212
8;33;208
10;102;225
11;96;218
10;70;183
11;81;231
12;56;201
5;87;172
11;98;222
11;108;199
12;55;181
7;111;158
6;56;190
10;71;245
12;97;231
11;69;201
178;118;162
8;54;202
6;51;214
6;111;138
10;80;221
8;64;198
9;34;216
6;134;143
7;142;142
12;47;235
7;29;220
8;126;127
6;58;184
10;76;230
8;32;217
10;52;209
0;18;232
11;107;190
12;129;186
5;25;234
6;123;147
12;92;225
11;111;214
8;71;144
6;140;137
8;134;133
1;123;199
7;145;142
6;78;196
2;57;184
10;53;186
7;149;127
6;101;169
9;41;213
11;79;231
9;65;188
7;89;181
8;90;178
11;72;191
10;66;194
12;73;209
7;126;127
11;92;239
7;29;219
7;154;131
7;134;129
10;77;228
11;74;179
3;22;235
8;64;202
5;105;182
11;39;226
8;105;170
6;95;178
10;107;165
3;81;194
6;148;138
10;81;218
9;29;212
8;62;196
10;103;223
6;121;137
5;138;135
8;113;209
10;25;224
10;84;210
8;52;209
9;73;186
6;121;146
11;80;234
11;86;216
10;70;201
7;27;235
6;133;127
6;99;170
8;150;178
10;86;222
8;61;200
4;43;196
8;125;159
8;63;202
1;71;161
12;79;238
7;85;204
7;55;204
8;159;168
6;44;221
7;136;139
9;52;195
5;42;214
10;119;191
7;120;157
7;168;149
8;66;194
9;34;219
8;68;173
10;76;230
6;135;142
6;122;115
10;24;231
7;131;132
7;116;161
10;74;237
9;36;207
9;65;188
7;132;143
9;86;254
5;122;121
6;51;217
12;112;201
7;91;171
7;130;155
8;96;128
12;88;223
8;58;176
7;142;138
10;75;234
6;33;221
8;48;217
11;107;200
11;86;216
9;108;232
11;87;159
7;123;151
8;168;140
7;134;152
12;88;222
12;98;217
8;31;215
12;110;204
5;20;232
5;20;233
6;135;123
3;124;121
7;144;131
4;57;107
7;103;154
5;24;230
8;116;169
11;43;209
5;109;150
6;92;166
11;79;237
7;103;156
8;111;184
12;87;223
8;87;242
8;123;158
9;63;193
11;93;184
6;91;194
8;68;190
8;78;248
8;114;179
12;96;221
10;98;223
3;64;174
7;137;147
7;96;162
11;89;210
11;147;134
12;76;201
6;139;138
7;128;146
4;71;148
6;52;187
7;124;127
9;123;133
12;97;216
6;122;151
6;54;198
9;115;186
4;43;216
8;133;134
6;127;150
11;67;209
8;39;202
5;26;219
2;122;199
10;100;204
11;70;241
9;74;240
10;118;108
11;86;223
5;112;139
12;102;231
10;81;235
5;35;218
5;20;231
9;134;169
10;68;187
11;85;220
4;65;169
11;89;209
8;125;177
9;181;169
12;106;211
6;139;138
8;61;168
9;62;196
10;69;243
12;101;208
10;92;233
9;88;221
9;79;226
5;81;167
10;69;184
10;114;206
11;95;240
11;99;218
1;47;120
11;109;198
10;98;224
6;51;211
7;124;142
9;43;202
7;114;132
10;65;197
8;64;202
11;72;234
8;143;127
8;114;185
10;78;229
11;94;216
177;43;192
10;110;207
6;140;137
9;66;205
9;108;184
8;162;145
9;75;230
10;76;230
4;73;174
11;82;226
11;94;223
3;96;117
7;44;210
8;32;217
9;105;216
6;126;152
11;80;244
9;148;117
8;147;135
12;100;196
11;98;214
12;100;196
8;149;170
11;79;224
7;119;148
8;23;223
10;96;223
7;103;169
9;90;207
11;87;208
7;116;130
10;102;219
8;65;196
5;20;226
12;100;222
11;81;174
9;45;213
3;71;112
6;117;150
5;111;158
8;124;171
179;81;123
10;41;222
8;113;172
6;127;144
10;78;226
8;89;218
7;114;165
8;169;145
11;90;196
11;100;138
7;46;177
9;35;214
0;109;154
11;78;180
10;70;182
6;128;145
8;48;206
1;67;148
9;62;197
8;154;126
11;107;196
8;70;146
4;82;153
7;126;115
10;81;218
9;133;184
6;65;114
8;23;221
9;105;224
12;26;225
7;121;154
4;104;135
5;103;144
8;147;144
11;85;219
12;88;223
7;110;137
8;135;168
9;108;161
10;70;181
6;138;122
8;148;122
8;116;170
11;82;171
7;137;138
7;140;124
9;28;222
12;86;227
11;81;226
10;96;185
11;96;222
11;83;218
6;74;131
10;75;186
6;116;110
5;113;129
7;93;168
6;111;115
10;79;241
9;100;186
11;89;210
11;78;170
11;71;187
11;92;235
6;131;138
10;74;237
7;60;188
12;91;216
6;136;141
10;85;209
6;136;141
9;89;209
11;100;217
7;112;169
9;69;177
12;111;203
0;18;226
7;28;229
6;118;153
11;75;176
7;122;155
11;38;210
7;61;204
9;70;189
11;103;212
11;98;221
8;60;205
8;128;184
9;60;203
12;102;232
4;28;218
12;110;215
8;23;226
9;36;207
6;141;132
10;50;184
8;155;140
8;135;160
5;20;234
8;23;222
175;92;182
8;22;227
11;68;195
0;18;231
4;128;139
7;128;145
11;104;201
6;122;148
7;108;175
6;140;137
8;57;191
9;67;183
6;36;205
10;53;205
10;79;222
8;108;177
8;135;144
8;125;155
7;143;130
7;145;135
7;66;202
10;56;197
11;110;195
11;77;179
8;135;117
6;111;138
12;89;213
10;79;223
7;136;144
9;85;210
8;56;211
7;114;125
1;62;185
12;90;217
7;138;142
7;97;165
8;59;200
8;112;219
7;126;140
8;50;205
2;74;178
8;51;206
10;74;173
8;48;208
6;137;140
10;78;223
9;34;218
8;59;208
6;120;155
11;168;181
7;63;179
12;104;226
11;105;199
8;63;201
8;85;189
10;83;197
8;128;185
5;26;226
10;174;155
9;122;223
10;80;219
6;122;148
10;80;179
5;26;227
5;128;141
7;136;129
11;33;211
7;107;129
9;46;210
6;117;155
6;30;218
12;104;216
10;64;198
10;26;212
12;96;221
11;101;214
9;103;180
10;70;182
6;121;154
8;45;220
10;71;243
6;127;135
10;117;191
2;56;118
7;122;170
8;55;189
9;34;220
8;23;226
8;168;144
9;41;209
8;71;111
10;80;216
11;93;234
1;95;172
3;57;176
10;75;234
8;148;131
8;109;178
8;160;139
6;50;214
7;140;144
8;160;147
5;26;217
10;45;203
11;101;214
8;31;216
10;123;187
5;25;221
6;131;140
1;52;212
7;163;139
11;110;211
8;162;131
5;26;228
10;72;177
0;79;207
10;74;238
11;57;200
6;82;133
10;79;223
5;101;167
7;151;135
6;74;117
6;127;131
8;46;216
5;25;225
10;98;180
5;114;136
10;113;231
10;40;208
8;31;219
8;127;153
8;51;194
12;101;204
11;75;196
5;74;103
12;100;225
10;38;220
11;83;223
10;90;239
10;88;205
5;26;228
6;36;205
9;46;210
10;46;200
5;26;216
6;149;137
8;95;241
3;82;202
7;137;138
10;79;227
12;108;207
10;110;190
6;107;143
10;75;232
7;60;209
10;104;225
9;85;236
5;111;151
7;158;150
5;83;162
10;82;211
9;62;196
9;90;208
10;98;235
6;125;147
11;93;211
10;92;230
5;20;226
7;110;169
7;38;217
7;135;115
10;40;208
5;120;140
8;60;194
12;57;194
5;20;231
6;63;191
3;47;185
1;67;148
10;77;228
11;90;204
9;86;198
6;96;160
9;55;245
6;30;220
6;134;139
4;94;135
9;44;199
11;96;218
4;106;120
8;139;119
6;124;142
6;49;191
11;100;216
10;43;213
11;89;229
9;101;225
10;74;235
7;136;120
6;30;223
6;134;139
6;109;140
7;137;147
6;110;151
11;85;214
8;61;209
5;20;229
11;91;239
4;67;193
7;142;131
12;103;228
9;73;185
11;113;192
7;128;158
9;66;186
2;79;119
3;22;227
9;29;214
9;50;193
11;87;220
7;135;149
8;157;161
5;135;128
6;131;146
6;120;151
10;50;199
7;43;212
7;134;118
10;80;218
9;70;189
7;149;135
10;79;223
11;87;213
8;122;178
12;102;217
10;107;224
8;140;129
8;143;118
8;128;151
5;26;222
10;79;226
10;72;177
8;111;142
11;85;214
12;98;210
10;61;198
8;163;142
8;173;146
7;56;202
10;73;241
6;137;134
9;97;215
6;154;124
12;100;196
6;131;140
3;127;157
10;77;224
12;93;211
6;137;140
10;76;227
7;107;176
6;119;143
11;85;213
11;75;183
6;132;145
7;56;201
11;90;206
11;99;211
8;136;163
9;26;233
9;61;187
6;135;147
9;75;244
8;52;193
7;95;118
8;135;119
7;138;146
10;29;217
6;127;151
9;47;205
10;82;214
6;106;176
9;34;220
9;79;155
7;110;130
6;116;158
5;90;127
11;84;221
9;87;206
10;80;220
7;94;188
6;139;147
10;102;220
6;123;124
5;111;133
11;99;212
10;122;197
8;126;128
11;103;211
7;106;154
11;77;238
10;76;230
9;49;210
10;73;241
9;129;160
11;68;247
8;119;142
11;90;202
6;135;134
10;73;248
9;50;195
8;65;181
8;38;207
3;22;230
3;46;215
6;34;218
11;75;183
11;93;219
6;128;143
10;94;223
10;113;201
7;45;205
11;85;220
12;109;206
6;133;153
11;75;184
8;52;198
8;130;147
6;48;197
5;27;220
8;52;197
5;35;219
7;56;201
10;77;183
10;95;177
7;118;134
8;136;118
6;138;139
8;56;210
11;83;219
10;141;173
9;59;196
7;85;156
5;25;228
5;107;153
7;70;179
10;69;245
9;59;207
6;143;134
7;29;218
11;74;187
6;114;159
9;59;209
8;68;187
7;128;145
11;97;224
5;25;230
12;85;232
9;97;234
10;108;210
11;73;182
11;85;165
10;115;153
7;132;131
7;146;140
11;37;216
11;95;229
12;107;214
3;22;234
11;81;230
10;78;223
9;60;204
8;52;198
11;91;229
10;71;245
6;102;162
9;77;233
7;28;228
9;84;221
8;165;128
11;42;186
11;114;211
9;111;138
7;131;119
7;132;154
11;97;144
8;58;188
9;63;193
9;49;209
8;50;205
8;22;227
8;151;144
11;84;215
8;95;158
8;53;198
5;26;229
10;93;186
11;107;138
8;145;149
12;89;221
7;141;134
12;89;221
6;124;158
7;123;112
8;30;218
7;41;201
8;63;187
11;86;199
8;67;191
8;50;205
7;127;159
8;59;199
6;120;199
7;139;149
11;90;206
12;70;236
10;59;186
6;99;168
6;30;222
10;79;180
7;126;138
5;100;135
6;63;171
8;108;189
2;101;219
10;78;225
8;53;207
0;18;228
11;87;214
7;142;138
8;32;215
6;135;142
12;89;220
5;91;134
7;58;194
11;109;217
11;80;211
9;124;169
9;173;140
6;107;131
7;111;170
9;80;223
8;67;191
11;22;255
10;41;207
8;113;172
11;89;209
8;130;161
8;106;182
6;141;136
6;50;213
3;48;107
9;93;238
6;41;211
7;109;185
10;90;235
11;79;237
11;108;201
8;117;200
5;128;135
12;86;227
6;130;141
9;65;188
0;110;162
8;35;223
9;101;217
6;30;224
11;101;218
8;103;176
5;133;121
7;62;201
7;140;140
0;18;227
10;104;213
4;96;151
6;122;151
10;79;222
11;70;197
8;29;232
10;90;220
6;136;133
5;70;208
9;109;159
10;56;197
11;105;206
10;106;211
6;123;147
11;49;212
12;109;204
7;28;226
1;83;157
11;74;180
11;85;217
9;123;195
11;70;189
9;70;190
11;79;232
6;99;167
10;75;232
7;141;132
8;95;105
6;30;220
8;143;136
10;88;202
8;58;204
11;81;226
8;140;158
8;60;194
8;46;218
8;128;163
10;103;198
179;63;202
11;82;234
8;30;221
9;72;183
8;64;200
7;136;175
8;32;217
6;51;211
9;78;156
8;155;156
10;67;191
11;95;228
7;144;131
10;26;216
10;105;223
7;137;143
11;71;236
10;42;221
9;76;177
8;143;160
5;70;176
9;101;192
8;146;145
6;137;140
6;115;111
6;123;143
6;35;214
11;102;205
8;103;235
8;80;146
11;78;236
10;41;207
10;77;166
6;48;196
10;76;231
6;40;218
6;120;159
11;87;211
11;35;229
6;110;139
8;68;203
11;40;178
8;48;213
8;62;199
8;108;225
6;115;144
10;109;216
9;123;224
10;43;213
2;100;158
12;149;173
8;83;202
11;100;226
9;28;220
4;55;166
10;76;229
12;36;255
8;61;191
5;97;173
9;56;206
11;80;229
9;46;210
10;82;221
7;135;140
175;34;185
10;79;224
12;101;209
9;70;176
9;133;115
11;99;188
4;94;199
7;124;142
5;25;233
7;95;182
8;37;214
10;134;116
6;118;168
8;62;160
8;33;206
9;98;240
9;100;226
11;90;232
10;82;215
8;53;205
3;91;149
9;124;192
11;77;239
10;84;210
6;137;140
6;34;220
4;87;147
11;81;227
7;162;131
7;135;149
7;73;213
10;90;226
4;121;116
11;101;215
10;104;203
10;75;234
7;56;199
9;106;175
6;30;224
8;62;207
11;85;212
10;102;207
7;56;255
4;34;212
6;122;150
11;112;194
6;139;138
5;86;169
10;72;242
9;115;211
8;67;175
10;92;178
10;66;193
10;95;187
10;93;230
7;153;122
7;100;160
6;110;156
7;149;125
11;82;249
8;45;220
11;72;191
178;127;151
8;61;192
9;125;159
8;161;146
10;119;191
7;92;177
7;140;126
8;165;139
10;70;203
7;141;139
6;32;205
10;57;211
6;126;152
9;109;168
10;140;186
7;94;168
11;79;178
10;54;204
7;140;133
11;81;224
9;60;203
6;140;137
11;120;194
8;135;160
10;79;220
9;47;206
5;119;146
10;79;223
6;111;154
7;96;194
10;80;249
6;134;143
8;73;179
8;141;168
4;88;163
12;111;200
11;114;184
8;115;158
6;107;155
7;29;218
12;105;213
11;41;218
5;133;190
10;100;234
9;86;230
9;147;167
10;76;236
10;78;226
11;33;206
7;124;127
9;43;204
10;78;222
11;81;228
8;51;204
6;137;143
7;135;140
5;95;164
5;25;225
12;121;192
6;141;119
8;63;208
8;137;117
6;145;125
9;75;230
5;106;137
6;131;146
12;86;229
6;136;141
7;130;126
12;88;222
12;85;228
6;101;106
7;114;127
6;136;141
9;64;190
12;72;152
8;57;193
8;158;144
10;44;210
10;66;192
1;69;159
5;74;158
12;90;219
6;102;163
8;46;220
11;78;177
6;106;166
12;91;215
12;113;203
6;86;127
8;153;133
8;189;150
10;75;234
10;81;123
3;22;233
11;33;209
10;78;223
4;55;216
12;50;219
6;132;141
10;26;219
8;147;130
8;22;227
6;136;135
8;116;139
5;97;161
4;87;138
8;57;194
12;85;230
6;124;154
11;88;209
7;174;144
10;25;223
11;27;255
5;108;160
11;95;191
6;138;131
8;58;211
7;136;148
8;152;134
9;108;172
12;113;187
8;52;198
6;132;145
9;74;182
4;37;218
8;55;200
7;124;121
7;131;125
11;85;245
10;81;216
8;53;189
5;93;162
7;163;136
7;134;141
4;96;133
8;56;210
8;30;223
10;79;219
8;139;147
8;80;188
1;145;144
6;133;136
8;39;205
10;159;176
9;47;205
8;66;208
6;53;205
9;44;220
6;38;196
6;57;187
6;74;161
11;102;183
11;75;187
11;90;206
6;122;153
11;85;218
10;26;220
9;75;177
8;31;215
7;132;143
9;63;194
11;82;221
7;113;145
11;34;211
7;97;169
11;79;175
8;31;222
6;133;138
8;56;196
